benchmark,numberOfVariables
GUAVA-260_1,19
GUAVA-260_1,65
GUAVA-260_1,24
GUAVA-260_1,31
GUAVA-260_1,79
GUAVA-260_1,39
GUAVA-260_1,55
GUAVA-260_1,24
GUAVA-260_1,16
GUAVA-260_1,116
GUAVA-260_1,28
GUAVA-260_1,32
GUAVA-260_1,51
GUAVA-260_1,22
GUAVA-260_1,7
GUAVA-260_1,26
GUAVA-260_1,23
GUAVA-260_1,35
GUAVA-260_1,25
GUAVA-260_1,80
GUAVA-260_1,39
GUAVA-260_1,36
GUAVA-260_1,57
GUAVA-260_1,47
GUAVA-260_1,116
GUAVA-260_1,30
GUAVA-260_1,45
GUAVA-260_1,7
GUAVA-260_1,28
GUAVA-260_1,28
GUAVA-260_1,12
GUAVA-260_1,15
GUAVA-260_1,49
GUAVA-260_1,4
GUAVA-260_1,21
GUAVA-260_1,26
GUAVA-260_1,12
GUAVA-260_1,63
GUAVA-260_1,27
GUAVA-260_1,78
GUAVA-260_1,90
GUAVA-260_1,52
GUAVA-260_1,94
GUAVA-260_1,29
GUAVA-260_1,78
GUAVA-260_1,86
GUAVA-260_1,35
GUAVA-260_1,95
GUAVA-260_1,8
GUAVA-260_1,20
GUAVA-260_1,35
GUAVA-260_1,31
GUAVA-260_1,5
GUAVA-260_1,27
GUAVA-260_1,26
GUAVA-260_1,53
GUAVA-260_1,116
GUAVA-260_1,9
GUAVA-260_1,23
GUAVA-260_1,88
GUAVA-260_1,18
GUAVA-260_1,23
GUAVA-260_1,15
GUAVA-260_1,42
GUAVA-260_1,34
GUAVA-260_1,62
GUAVA-260_1,112
GUAVA-260_1,23
GUAVA-260_1,9
GUAVA-260_1,30
GUAVA-260_1,116
GUAVA-260_1,11
GUAVA-260_1,28
GUAVA-260_1,72
GUAVA-260_1,86
GUAVA-260_1,37
GUAVA-260_1,2799
GUAVA-260_1,4931
GUAVA-260_1,9494
SPOON-19_1,39
SPOON-19_1,36
SPOON-19_1,39
SPOON-19_1,43
SPOON-19_1,39
SPOON-19_1,38
SPOON-19_1,43
SPOON-19_1,39
SPOON-19_1,36
SPOON-19_1,36
SPOON-19_1,43
SPOON-19_1,43
SPOON-19_1,43
SPOON-19_1,34
SPOON-19_1,43
SPOON-19_1,39
SPOON-19_1,36
SPOON-19_1,39
SEATA-24_1,5
SEATA-24_1,210
SEATA-24_1,191
SEATA-24_1,153
SEATA-24_1,34
SEATA-24_1,15
SEATA-24_1,25
SEATA-24_1,156
SEATA-24_1,137
SEATA-24_1,196
SEATA-24_1,140
SEATA-24_1,17
SEATA-24_1,209
SEATA-24_1,164
SEATA-24_1,41
SEATA-24_1,206
SEATA-24_1,10
SEATA-24_1,4
SEATA-24_1,38
SEATA-24_1,24
SEATA-24_1,132
SEATA-24_1,214
SEATA-24_1,14
SEATA-24_1,31
SEATA-24_1,10
SEATA-24_1,160
SEATA-24_1,171
SEATA-24_1,21
SEATA-24_1,48
SEATA-24_1,149
SEATA-24_1,22
SEATA-24_1,201
SEATA-24_1,15
SEATA-24_1,146
SEATA-24_1,168
SEATA-24_1,127
FASTJSON-105_1,11
FASTJSON-105_1,29
FASTJSON-105_1,9
FASTJSON-105_1,12
FASTJSON-105_1,0
FASTJSON-105_1,12
FASTJSON-105_1,7
FASTJSON-105_1,23
FASTJSON-105_1,12
FASTJSON-105_1,9
FASTJSON-105_1,40
FASTJSON-105_1,299
FASTJSON-105_1,19
FASTJSON-105_1,15
FASTJSON-105_1,9
FASTJSON-105_1,9
FASTJSON-105_1,12
FASTJSON-105_1,88
FASTJSON-105_1,11
FASTJSON-105_1,9
FASTJSON-105_1,377
FASTJSON-105_1,12
FASTJSON-105_1,9
FASTJSON-105_1,10
FASTJSON-105_1,82
FASTJSON-105_1,12
FASTJSON-105_1,29
FASTJSON-105_1,0
FASTJSON-105_1,88
FASTJSON-105_1,9
FASTJSON-105_1,9
FASTJSON-105_1,289
FASTJSON-105_1,12
FASTJSON-105_1,12
FASTJSON-105_1,13
FASTJSON-105_1,12
FASTJSON-105_1,9
FASTJSON-105_1,0
FASTJSON-105_1,12
FASTJSON-105_1,290
FASTJSON-105_1,82
FASTJSON-105_1,8
FASTJSON-105_1,12
FASTJSON-105_1,5
FASTJSON-105_1,8
FASTJSON-105_1,7
FASTJSON-105_1,9
FASTJSON-105_1,84
FASTJSON-105_1,205
FASTJSON-105_1,9
FASTJSON-105_1,287
FASTJSON-105_1,80
FASTJSON-105_1,12
FASTJSON-105_1,228
FASTJSON-105_1,9
FASTJSON-105_1,402
FASTJSON-105_1,82
FASTJSON-105_1,15
FASTJSON-105_1,82
FASTJSON-105_1,12
FASTJSON-105_1,18
FASTJSON-105_1,0
FASTJSON-105_1,84
FASTJSON-105_1,7
FASTJSON-105_1,9
FASTJSON-105_1,80
FASTJSON-105_1,384
FASTJSON-105_1,12
FASTJSON-105_1,12
FASTJSON-105_1,7
FASTJSON-105_1,12
FASTJSON-105_1,8
FASTJSON-105_1,15
FASTJSON-105_1,276
FASTJSON-105_1,12
FASTJSON-105_1,0
FASTJSON-105_1,12
FASTJSON-105_1,13
FASTJSON-105_1,14
FASTJSON-105_1,12
FASTJSON-105_1,229
FASTJSON-105_1,0
FASTJSON-105_1,12
FASTJSON-105_1,12
FASTJSON-105_1,82
FASTJSON-105_1,9
FASTJSON-105_1,12
FASTJSON-105_1,8
FASTJSON-105_1,5
FASTJSON-105_1,9
FASTJSON-105_1,290
FASTJSON-105_1,29
FASTJSON-105_1,88
FASTJSON-105_1,7
FASTJSON-105_1,16
FASTJSON-105_1,7
FASTJSON-105_1,12
FASTJSON-105_1,10
FASTJSON-105_1,12
FASTJSON-105_1,12
FASTJSON-105_1,9
FASTJSON-105_1,0
FASTJSON-105_1,29
FASTJSON-105_1,88
FASTJSON-105_1,284
FASTJSON-105_1,13
FASTJSON-105_1,9
FASTJSON-105_1,5
FASTJSON-105_1,8
FASTJSON-105_1,43
FASTJSON-105_1,61
FASTJSON-105_1,0
FASTJSON-105_1,9
FASTJSON-105_1,7
FASTJSON-105_1,12
FASTJSON-105_1,212
FASTJSON-105_1,9
FASTJSON-105_1,43
FASTJSON-105_1,207
FASTJSON-105_1,9
FASTJSON-105_1,9
FASTJSON-105_1,5
FASTJSON-105_1,290
FASTJSON-105_1,10
FASTJSON-105_1,43
FASTJSON-105_1,9
FASTJSON-105_1,0
FASTJSON-105_1,19
FASTJSON-105_1,208
FASTJSON-105_1,12
FASTJSON-105_1,16
FASTJSON-105_1,205
FASTJSON-105_1,9
FASTJSON-105_1,289
FASTJSON-105_1,8
FASTJSON-105_1,15
FASTJSON-105_1,9
FASTJSON-105_1,27
FASTJSON-105_1,16
FASTJSON-105_1,0
FASTJSON-105_1,12
FASTJSON-105_1,12
FASTJSON-105_1,9
FASTJSON-105_1,8
FASTJSON-105_1,12
FASTJSON-105_1,12
FASTJSON-105_1,19
FASTJSON-105_1,12
FASTJSON-105_1,10
FASTJSON-105_1,289
FASTJSON-105_1,12
FASTJSON-105_1,9
FASTJSON-105_1,29
FASTJSON-105_1,0
FASTJSON-105_1,8
FASTJSON-105_1,10
FASTJSON-105_1,9
FASTJSON-105_1,43
FASTJSON-105_1,204
FASTJSON-105_1,18
FASTJSON-105_1,9
FASTJSON-105_1,19
FASTJSON-105_1,12
FASTJSON-105_1,18
FASTJSON-105_1,8
FASTJSON-105_1,57
FASTJSON-105_1,84
FASTJSON-105_1,12
FASTJSON-105_1,13
FASTJSON-105_1,82
FASTJSON-105_1,18
FASTJSON-105_1,15
FASTJSON-105_1,80
FASTJSON-105_1,289
FASTJSON-105_1,11
FASTJSON-105_1,15
FASTJSON-105_1,82
FASTJSON-105_1,18
FASTJSON-105_1,0
FASTJSON-105_1,7
FASTJSON-105_1,12
FASTJSON-105_1,9
FASTJSON-105_1,0
FASTJSON-105_1,19
FASTJSON-105_1,61
FASTJSON-105_1,57
FASTJSON-105_1,12
FASTJSON-105_1,12
FASTJSON-105_1,0
FASTJSON-105_1,12
FASTJSON-105_1,204
FASTJSON-105_1,9
FASTJSON-105_1,9
FASTJSON-105_1,12
FASTJSON-105_1,8
FASTJSON-105_1,288
FASTJSON-105_1,205
FASTJSON-105_1,19
FASTJSON-105_1,5
FASTJSON-105_1,5
FASTJSON-105_1,43
FASTJSON-105_1,12
FASTJSON-105_1,10
FASTJSON-105_1,12
FASTJSON-105_1,0
FASTJSON-105_1,12
FASTJSON-105_1,8
FASTJSON-105_1,31
FASTJSON-105_1,289
FASTJSON-105_1,216
FASTJSON-105_1,196
FASTJSON-105_1,19
FASTJSON-105_1,319
FASTJSON-105_1,9
FASTJSON-105_1,5
FASTJSON-105_1,57
FASTJSON-105_1,43
FASTJSON-105_1,205
FASTJSON-105_1,7
FASTJSON-105_1,12
FASTJSON-105_1,12
FASTJSON-105_1,88
FASTJSON-105_1,12
FASTJSON-105_1,9
FASTJSON-105_1,9
FASTJSON-105_1,0
FASTJSON-105_1,9
FASTJSON-105_1,15
FASTJSON-105_1,10
FASTJSON-105_1,8
FASTJSON-105_1,9
FASTJSON-105_1,18
FASTJSON-105_1,0
FASTJSON-105_1,12
FASTJSON-105_1,0
FASTJSON-105_1,15
FASTJSON-105_1,80
FASTJSON-105_1,15
FASTJSON-105_1,9
FASTJSON-105_1,290
FASTJSON-105_1,9
FASTJSON-105_1,23
FASTJSON-105_1,186
FASTJSON-105_1,12
FASTJSON-105_1,18
FASTJSON-105_1,12
FASTJSON-105_1,8
FASTJSON-105_1,5
FASTJSON-105_1,12
FASTJSON-105_1,80
FASTJSON-105_1,8
FASTJSON-105_1,289
FASTJSON-105_1,15
FASTJSON-105_1,7
FASTJSON-105_1,17
FASTJSON-105_1,15
FASTJSON-105_1,84
FASTJSON-105_1,16
FASTJSON-105_1,80
FASTJSON-105_1,386
FASTJSON-105_1,9
FASTJSON-105_1,0
FASTJSON-105_1,0
FASTJSON-105_1,12
FASTJSON-105_1,12
FASTJSON-105_1,12
FASTJSON-105_1,12
FASTJSON-105_1,9
FASTJSON-105_1,15
FASTJSON-105_1,12
FASTJSON-105_1,15
FASTJSON-105_1,9
FASTJSON-105_1,12
FASTJSON-105_1,12
FASTJSON-105_1,19
FASTJSON-105_1,9
FASTJSON-105_1,9
FASTJSON-105_1,8
FASTJSON-105_1,12
FASTJSON-105_1,29
FASTJSON-105_1,15
FASTJSON-105_1,9
FASTJSON-105_1,15
FASTJSON-105_1,57
FASTJSON-105_1,9
FASTJSON-105_1,12
FASTJSON-105_1,8
FASTJSON-105_1,11
FASTJSON-105_1,9
FASTJSON-105_1,9
FASTJSON-105_1,13
FASTJSON-105_1,29
FASTJSON-105_1,289
FASTJSON-105_1,7
FASTJSON-105_1,8
FASTJSON-105_1,312
FASTJSON-105_1,12
FASTJSON-105_1,0
FASTJSON-105_1,80
FASTJSON-105_1,14
FASTJSON-105_1,0
FASTJSON-105_1,12
FASTJSON-105_1,5
FASTJSON-105_1,10
FASTJSON-105_1,29
FASTJSON-105_1,9
FASTJSON-105_1,12
FASTJSON-105_1,10
FASTJSON-105_1,9
FASTJSON-105_1,9
FASTJSON-105_1,9
FASTJSON-105_1,8
FASTJSON-105_1,8
FASTJSON-105_1,5
FASTJSON-105_1,20
FASTJSON-105_1,0
FASTJSON-105_1,12
FASTJSON-105_1,12
FASTJSON-105_1,12
FASTJSON-105_1,317
FASTJSON-105_1,5
FASTJSON-105_1,9
FASTJSON-105_1,43
FASTJSON-105_1,82
FASTJSON-105_1,238
FASTJSON-105_1,7
FASTJSON-105_1,10
FASTJSON-105_1,9
FASTJSON-105_1,9
FASTJSON-105_1,16
FASTJSON-105_1,0
FASTJSON-105_1,289
SPOON-167_1,5
SPOON-167_1,41
SPOON-167_1,38
SPOON-167_1,35
SPOON-167_1,5
SPOON-167_1,118
SPOON-167_1,37
SPOON-167_1,35
SPOON-167_1,4
SPOON-167_1,35
SPOON-167_1,35
SPOON-167_1,36
FASTJSON-26_1,231
FASTJSON-26_1,56
FASTJSON-26_1,90
FASTJSON-26_1,264
FASTJSON-26_1,17
FASTJSON-26_1,229
FASTJSON-26_1,56
FASTJSON-26_1,32
FASTJSON-26_1,43
FASTJSON-26_1,264
FASTJSON-26_1,229
FASTJSON-26_1,6
FASTJSON-26_1,0
FASTJSON-26_1,356
FASTJSON-26_1,264
FASTJSON-26_1,204
FASTJSON-26_1,354
FASTJSON-26_1,83
FASTJSON-26_1,194
FASTJSON-26_1,73
FASTJSON-26_1,264
FASTJSON-26_1,229
FASTJSON-26_1,190
FASTJSON-26_1,39
FASTJSON-26_1,264
FASTJSON-26_1,43
FASTJSON-26_1,264
FASTJSON-26_1,213
FASTJSON-26_1,217
FASTJSON-26_1,264
FASTJSON-26_1,275
FASTJSON-26_1,264
FASTJSON-26_1,227
FASTJSON-26_1,176
FASTJSON-26_1,264
FASTJSON-26_1,59
FASTJSON-26_1,188
FASTJSON-26_1,43
FASTJSON-26_1,238
FASTJSON-26_1,264
FASTJSON-26_1,229
FASTJSON-26_1,90
FASTJSON-26_1,227
FASTJSON-26_1,213
FASTJSON-26_1,229
FASTJSON-26_1,229
FASTJSON-26_1,229
FASTJSON-26_1,264
FASTJSON-26_1,264
FASTJSON-26_1,39
FASTJSON-26_1,362
FASTJSON-26_1,229
FASTJSON-26_1,264
FASTJSON-26_1,362
FASTJSON-26_1,275
FASTJSON-26_1,264
FASTJSON-26_1,92
FASTJSON-26_1,238
FASTJSON-26_1,39
FASTJSON-26_1,371
FASTJSON-26_1,6
FASTJSON-26_1,176
FASTJSON-26_1,264
FASTJSON-26_1,229
FASTJSON-26_1,356
FASTJSON-26_1,81
FASTJSON-26_1,55
FASTJSON-26_1,10
FASTJSON-26_1,275
FASTJSON-26_1,196
FASTJSON-26_1,340
FASTJSON-26_1,178
FASTJSON-26_1,192
FASTJSON-26_1,64
FASTJSON-26_1,194
FASTJSON-26_1,41
FASTJSON-26_1,10
FASTJSON-26_1,369
FASTJSON-26_1,275
FASTJSON-26_1,10
FASTJSON-26_1,264
FASTJSON-26_1,340
FASTJSON-26_1,231
FASTJSON-26_1,229
FASTJSON-26_1,43
FASTJSON-26_1,275
FASTJSON-26_1,194
FASTJSON-26_1,264
FASTJSON-26_1,391
FASTJSON-26_1,14
FASTJSON-26_1,235
FASTJSON-26_1,238
FASTJSON-26_1,39
FASTJSON-26_1,391
FASTJSON-26_1,356
FASTJSON-26_1,17
FASTJSON-26_1,200
FASTJSON-26_1,264
FASTJSON-26_1,391
FASTJSON-26_1,178
FASTJSON-26_1,229
FASTJSON-26_1,371
FASTJSON-26_1,232
FASTJSON-26_1,13
FASTJSON-26_1,0
FASTJSON-26_1,43
FASTJSON-26_1,264
FASTJSON-26_1,235
FASTJSON-26_1,264
FASTJSON-26_1,90
FASTJSON-26_1,52
FASTJSON-26_1,36
FASTJSON-26_1,227
FASTJSON-26_1,229
FASTJSON-26_1,340
FASTJSON-26_1,39
FASTJSON-26_1,213
FASTJSON-26_1,264
FASTJSON-26_1,73
FASTJSON-26_1,179
FASTJSON-26_1,340
FASTJSON-26_1,391
FASTJSON-26_1,229
FASTJSON-26_1,39
FASTJSON-26_1,206
FASTJSON-26_1,28
FASTJSON-26_1,213
FASTJSON-26_1,7
FASTJSON-26_1,200
FASTJSON-26_1,198
FASTJSON-26_1,180
FASTJSON-26_1,190
FASTJSON-26_1,391
FASTJSON-26_1,17
FASTJSON-26_1,264
FASTJSON-26_1,264
FASTJSON-26_1,43
FASTJSON-26_1,231
FASTJSON-26_1,275
FASTJSON-26_1,39
FASTJSON-26_1,39
FASTJSON-26_1,217
FASTJSON-26_1,264
FASTJSON-26_1,52
FASTJSON-26_1,238
FASTJSON-26_1,391
FASTJSON-26_1,72
FASTJSON-26_1,227
FASTJSON-26_1,39
FASTJSON-26_1,391
FASTJSON-26_1,192
FASTJSON-26_1,227
FASTJSON-26_1,14
FASTJSON-26_1,39
FASTJSON-26_1,190
FASTJSON-26_1,391
FASTJSON-26_1,39
FASTJSON-26_1,227
FASTJSON-26_1,213
FASTJSON-26_1,43
FASTJSON-26_1,354
FASTJSON-26_1,356
FASTJSON-26_1,39
FASTJSON-26_1,275
FASTJSON-26_1,200
FASTJSON-26_1,51
FASTJSON-26_1,39
FASTJSON-26_1,198
FASTJSON-26_1,264
FASTJSON-26_1,264
FASTJSON-26_1,362
FASTJSON-26_1,60
FASTJSON-26_1,354
FASTJSON-26_1,229
FASTJSON-26_1,354
FASTJSON-26_1,193
FASTJSON-26_1,264
FASTJSON-26_1,391
FASTJSON-26_1,10
FASTJSON-26_1,264
FASTJSON-26_1,213
FASTJSON-26_1,356
FASTJSON-26_1,238
FASTJSON-26_1,356
FASTJSON-26_1,229
FASTJSON-26_1,229
FASTJSON-26_1,39
FASTJSON-26_1,90
FASTJSON-26_1,275
FASTJSON-26_1,389
FASTJSON-26_1,229
FASTJSON-26_1,39
FASTJSON-26_1,68
FASTJSON-26_1,213
FASTJSON-26_1,213
FASTJSON-26_1,216
FASTJSON-26_1,391
FASTJSON-26_1,43
FASTJSON-26_1,213
FASTJSON-26_1,264
FASTJSON-26_1,39
FASTJSON-26_1,90
FASTJSON-26_1,91
FASTJSON-26_1,81
FASTJSON-26_1,202
FASTJSON-26_1,338
FASTJSON-26_1,48
FASTJSON-26_1,47
FASTJSON-26_1,229
FASTJSON-26_1,81
FASTJSON-26_1,81
FASTJSON-26_1,391
FASTJSON-26_1,264
FASTJSON-26_1,227
FASTJSON-26_1,264
FASTJSON-26_1,588
FASTJSON-26_1,355
FASTJSON-26_1,75
FASTJSON-26_1,264
FASTJSON-26_1,340
FASTJSON-26_1,213
FASTJSON-26_1,39
FASTJSON-26_1,264
FASTJSON-26_1,63
FASTJSON-26_1,5
FASTJSON-26_1,352
FASTJSON-26_1,193
FASTJSON-26_1,40
FASTJSON-26_1,43
FASTJSON-26_1,186
FASTJSON-26_1,43
FASTJSON-26_1,356
FASTJSON-26_1,32
FASTJSON-26_1,227
FASTJSON-26_1,389
FASTJSON-26_1,264
FASTJSON-26_1,229
FASTJSON-26_1,39
FASTJSON-26_1,6
FASTJSON-26_1,71
FASTJSON-26_1,204
FASTJSON-26_1,391
FASTJSON-26_1,39
FASTJSON-26_1,264
FASTJSON-26_1,73
FASTJSON-26_1,39
FASTJSON-26_1,67
FASTJSON-26_1,190
FASTJSON-26_1,391
FASTJSON-26_1,227
FASTJSON-26_1,90
FASTJSON-26_1,391
FASTJSON-26_1,229
FASTJSON-26_1,354
FASTJSON-26_1,264
FASTJSON-26_1,194
FASTJSON-26_1,200
FASTJSON-26_1,355
FASTJSON-26_1,180
FASTJSON-26_1,264
FASTJSON-26_1,275
FASTJSON-26_1,186
FASTJSON-26_1,264
FASTJSON-26_1,204
FASTJSON-26_1,391
FASTJSON-26_1,44
FASTJSON-26_1,275
FASTJSON-26_1,81
FASTJSON-26_1,204
FASTJSON-26_1,264
FASTJSON-26_1,79
FASTJSON-26_1,227
FASTJSON-26_1,172
FASTJSON-26_1,87
FASTJSON-26_1,64
FASTJSON-26_1,354
FASTJSON-26_1,213
FASTJSON-26_1,179
FASTJSON-26_1,356
FASTJSON-26_1,391
FASTJSON-26_1,231
FASTJSON-26_1,354
FASTJSON-26_1,356
FASTJSON-26_1,356
FASTJSON-26_1,391
SPOON-159_1,5
SPOON-159_1,62
SPOON-159_1,59
SPOON-159_1,49
SPOON-159_1,342
SPOON-159_1,107
SPOON-159_1,68
SPOON-159_1,12
SPOON-159_1,53
SPOON-159_1,15
SPOON-159_1,18
SPOON-159_1,18
SPOON-159_1,94
SPOON-159_1,59
SPOON-159_1,30
SPOON-159_1,66
SPOON-159_1,14
SPOON-159_1,45
SPOON-159_1,8
SPOON-159_1,95
SPOON-159_1,74
SPOON-159_1,46
SPOON-159_1,101
SPOON-159_1,341
SPOON-159_1,56
SPOON-159_1,34
SPOON-159_1,66
SPOON-159_1,68
SPOON-159_1,0
SPOON-159_1,59
SPOON-159_1,56
SPOON-159_1,46
SPOON-159_1,24
SPOON-159_1,12
SPOON-159_1,53
SPOON-159_1,18
SPOON-159_1,15
SPOON-159_1,50
SPOON-159_1,97
SPOON-159_1,59
SPOON-159_1,287
SPOON-159_1,49
SPOON-159_1,92
SPOON-159_1,5
SPOON-159_1,50
SPOON-159_1,107
SPOON-159_1,17
SPOON-159_1,367
SPOON-159_1,17
SPOON-159_1,12
SPOON-159_1,108
SPOON-159_1,17
SPOON-159_1,30
SPOON-159_1,108
SPOON-159_1,12
SPOON-159_1,24
SPOON-159_1,30
SPOON-159_1,59
SPOON-159_1,21
SPOON-159_1,72
SPOON-159_1,18
SPOON-159_1,62
SPOON-159_1,94
SPOON-159_1,56
SPOON-159_1,341
SPOON-159_1,8
SPOON-159_1,43
SPOON-159_1,39
SPOON-159_1,98
SPOON-159_1,68
SPOON-159_1,101
SPOON-159_1,46
SPOON-159_1,107
SPOON-159_1,234
SPOON-159_1,102
SPOON-159_1,5
SPOON-159_1,62
SPOON-159_1,59
SPOON-159_1,102
SPOON-159_1,113
SPOON-159_1,62
SPOON-159_1,56
SPOON-159_1,21
SPOON-159_1,56
SPOON-159_1,360
SPOON-159_1,227
SPOON-159_1,74
SPOON-159_1,100
SPOON-159_1,368
SPOON-159_1,43
SPOON-159_1,57
SPOON-159_1,88
SPOON-159_1,334
SPOON-159_1,8
SPOON-159_1,11
SPOON-159_1,12
SPOON-159_1,43
SPOON-159_1,101
SPOON-159_1,12
SPOON-159_1,280
SPOON-159_1,347
SPOON-159_1,53
SPOON-159_1,30
SPOON-159_1,63
SPOON-159_1,69
SPOON-159_1,24
SPOON-159_1,56
SPOON-159_1,100
SPOON-159_1,69
SPOON-159_1,334
SPOON-159_1,50
SPOON-159_1,92
SPOON-159_1,107
SPOON-159_1,8
SPOON-159_1,22
SPOON-159_1,30
SPOON-159_1,18
SPOON-159_1,88
SPOON-159_1,98
SPOON-159_1,85
SPOON-159_1,95
SPOON-159_1,56
SPOON-159_1,342
SPOON-159_1,367
SPOON-159_1,24
SPOON-159_1,15
SPOON-159_1,113
SPOON-159_1,45
SPOON-159_1,14
SPOON-159_1,85
SPOON-159_1,62
SPOON-13_1,4
SPOON-13_1,16
SPOON-13_1,4
SPOON-13_1,4
SPOON-13_1,181
SPOON-13_1,10
SPOON-13_1,589
SPOON-13_1,587
SPOON-13_1,589
SPOON-13_1,608
SPOON-13_1,678
SPOON-13_1,622
SPOON-13_1,587
SPOON-13_1,657
SPOON-13_1,659
SPOON-13_1,692
SPOON-13_1,657
SPOON-13_1,659
SPOON-13_1,694
SPOON-13_1,694
SPOON-13_1,692
SPOON-13_1,692
SPOON-13_1,657
FASTJSON-93_1,14
FASTJSON-93_1,20
FASTJSON-93_1,17
FASTJSON-93_1,21
FASTJSON-93_1,21
FASTJSON-93_1,22
FASTJSON-93_1,11
FASTJSON-93_1,22
FASTJSON-93_1,9
FASTJSON-93_1,20
FASTJSON-93_1,15
FASTJSON-93_1,18
FASTJSON-93_1,13
FASTJSON-93_1,20
FASTJSON-93_1,21
FASTJSON-93_1,16
FASTJSON-93_1,16
FASTJSON-93_1,6
FASTJSON-93_1,29
FASTJSON-93_1,17
FASTJSON-93_1,5
FASTJSON-93_1,22
FASTJSON-93_1,20
FASTJSON-93_1,20
FASTJSON-93_1,10
FASTJSON-93_1,9
FASTJSON-93_1,15
FASTJSON-93_1,21
FASTJSON-93_1,27
FASTJSON-93_1,16
FASTJSON-93_1,13
FASTJSON-93_1,9
FASTJSON-93_1,36
FASTJSON-93_1,21
FASTJSON-93_1,18
FASTJSON-93_1,17
FASTJSON-93_1,17
FASTJSON-93_1,18
FASTJSON-93_1,24
FASTJSON-93_1,17
FASTJSON-93_1,4
FASTJSON-93_1,13
FASTJSON-93_1,43
FASTJSON-93_1,21
FASTJSON-93_1,13
FASTJSON-93_1,37
FASTJSON-93_1,21
FASTJSON-93_1,18
FASTJSON-93_1,16
FASTJSON-93_1,9
FASTJSON-93_1,18
FASTJSON-93_1,28
FASTJSON-93_1,21
FASTJSON-93_1,13
FASTJSON-93_1,20
FASTJSON-93_1,20
FASTJSON-93_1,20
FASTJSON-93_1,26
FASTJSON-93_1,14
FASTJSON-93_1,11
FASTJSON-93_1,21
FASTJSON-93_1,9
FASTJSON-93_1,28
FASTJSON-93_1,6
FASTJSON-93_1,21
FASTJSON-93_1,20
FASTJSON-93_1,19
FASTJSON-93_1,21
FASTJSON-93_1,19
FASTJSON-93_1,18
FASTJSON-93_1,18
FASTJSON-93_1,11
FASTJSON-93_1,20
FASTJSON-93_1,26
FASTJSON-93_1,14
FASTJSON-93_1,21
FASTJSON-93_1,12
FASTJSON-93_1,16
FASTJSON-93_1,11
FASTJSON-93_1,40
FASTJSON-93_1,28
FASTJSON-93_1,16
FASTJSON-93_1,13
FASTJSON-93_1,11
FASTJSON-93_1,21
GUAVA-71_1,30
GUAVA-71_1,12
GUAVA-71_1,99
GUAVA-71_1,30
GUAVA-71_1,8
GUAVA-71_1,48
GUAVA-71_1,12
GUAVA-71_1,45
GUAVA-71_1,74
GUAVA-71_1,9
GUAVA-71_1,100
GUAVA-71_1,10
GUAVA-71_1,47
GUAVA-71_1,100
GUAVA-71_1,10
GUAVA-71_1,18
GUAVA-71_1,30
GUAVA-71_1,12
GUAVA-71_1,93
GUAVA-71_1,10
GUAVA-71_1,26
GUAVA-71_1,29
GUAVA-71_1,6
GUAVA-71_1,121
GUAVA-71_1,12
GUAVA-71_1,48
GUAVA-71_1,49
GUAVA-71_1,26
GUAVA-71_1,80
GUAVA-71_1,203
GUAVA-71_1,26
GUAVA-71_1,18
GUAVA-71_1,0
GUAVA-71_1,38
GUAVA-71_1,45
GUAVA-71_1,38
GUAVA-71_1,26
GUAVA-71_1,159
GUAVA-71_1,48
GUAVA-71_1,79
GUAVA-71_1,57
GUAVA-71_1,107
GUAVA-71_1,8
GUAVA-71_1,87
GUAVA-71_1,225
GUAVA-71_1,34
GUAVA-71_1,30
GUAVA-71_1,30
GUAVA-71_1,30
GUAVA-71_1,142
GUAVA-71_1,57
GUAVA-71_1,23
GUAVA-71_1,87
GUAVA-71_1,8
GUAVA-71_1,9
GUAVA-71_1,106
GUAVA-71_1,47
GUAVA-71_1,43
GUAVA-71_1,83
GUAVA-71_1,10
GUAVA-71_1,12
GUAVA-71_1,45
GUAVA-71_1,10
GUAVA-71_1,84
GUAVA-71_1,18
GUAVA-71_1,12
GUAVA-71_1,38
GUAVA-71_1,61
GUAVA-71_1,43
GUAVA-71_1,34
GUAVA-71_1,12
GUAVA-71_1,10
GUAVA-71_1,12
GUAVA-71_1,12
GUAVA-71_1,30
GUAVA-71_1,114
GUAVA-71_1,92
GUAVA-71_1,23
GUAVA-71_1,30
GUAVA-71_1,23
GUAVA-71_1,93
GUAVA-71_1,48
GUAVA-71_1,10
GUAVA-71_1,27
GUAVA-71_1,128
GUAVA-71_1,23
GUAVA-71_1,159
GUAVA-71_1,12
GUAVA-71_1,10
GUAVA-71_1,38
GUAVA-71_1,49
GUAVA-71_1,26
GUAVA-71_1,23
GUAVA-71_1,30
GUAVA-71_1,26
GUAVA-71_1,87
GUAVA-71_1,12
GUAVA-71_1,93
GUAVA-71_1,33
GUAVA-71_1,30
GUAVA-71_1,12
GUAVA-71_1,23
GUAVA-71_1,55
GUAVA-71_1,8
GUAVA-71_1,26
GUAVA-71_1,10
GUAVA-71_1,27
GUAVA-71_1,23
GUAVA-71_1,100
GUAVA-71_1,30
GUAVA-71_1,33
GUAVA-71_1,23
GUAVA-71_1,87
GUAVA-71_1,18
GUAVA-71_1,49
GUAVA-71_1,12
GUAVA-71_1,12
GUAVA-71_1,12
GUAVA-71_1,26
GUAVA-71_1,100
GUAVA-71_1,40
GUAVA-71_1,26
GUAVA-71_1,45
GUAVA-71_1,118
