benchmark,file,result,numberOfVariables,reps,numberOfClauses,height,ucNumberOfVariables,ucReps,ucNumberOfClauses,ucHeight
GUAVA-174_1,smt-97,SAT,22,57,54,13,0,0,0,0
GUAVA-174_1,smt-98,UNSAT,68,112,143,13,6,2,6,4
GUAVA-174_1,smt-123,UNSAT,138,217,290,13,6,2,6,4
GUAVA-174_1,smt-124,UNSAT,108,172,227,13,6,2,6,4
GUAVA-174_1,smt-89,SAT,18,36,38,8,0,0,0,0
GUAVA-174_1,smt-125,UNSAT,118,187,248,13,6,2,6,4
GUAVA-174_1,smt-9,SAT,7,26,24,8,0,0,0,0
GUAVA-174_1,smt-90,UNSAT,58,237,172,9,3,2,4,4
GUAVA-174_1,smt-13,SAT,10,22,24,8,0,0,0,0
GUAVA-174_1,smt-130,UNSAT,98,157,206,13,6,2,6,4
GUAVA-174_1,smt-14,SAT,8,13,14,8,0,0,0,0
GUAVA-174_1,smt-131,SAT,28,67,65,13,0,0,0,0
GUAVA-174_1,smt-93,SAT,33,82,76,13,0,0,0,0
GUAVA-174_1,smt-132,SAT,86,113,170,13,0,0,0,0
GUAVA-174_1,smt-95,UNSAT,48,82,101,13,6,2,6,4
GUAVA-174_1,smt-94,UNSAT,78,127,164,13,6,2,6,4
GUAVA-174_1,smt-139,UNSAT,52,86,107,13,5,10,6,7
GUAVA-174_1,smt-138,SAT,4,14,15,8,0,0,0,0
GUAVA-174_1,smt-140,UNSAT,76,113,155,13,5,10,6,7
GUAVA-174_1,smt-141,UNSAT,51,196,161,33,6,4,6,7
GUAVA-174_1,smt-126,UNSAT,73,101,145,13,9,4,8,3
GUAVA-174_1,smt-137,SAT,162,247,337,13,0,0,0,0
GUAVA-174_1,smt-128,UNSAT,70,101,141,13,6,2,6,4
GUAVA-174_1,smt-127,UNSAT,148,232,311,13,6,2,6,4
GUAVA-174_1,smt-144,UNSAT,12,47,39,9,8,12,9,8
GUAVA-174_1,smt-147,UNSAT,106,140,213,13,3,2,4,3
GUAVA-174_1,smt-146,SAT,46,149,157,13,0,0,0,0
GUAVA-174_1,smt-149,SAT,43,102,99,15,0,0,0,0
GUAVA-174_1,smt-148,UNSAT,169,209,337,13,19,11,21,3
GUAVA-174_1,smt-133,UNSAT,88,142,185,13,6,2,6,4
GUAVA-174_1,smt-135,SAT,28,66,60,13,0,0,0,0
GUAVA-174_1,smt-136,UNSAT,85,348,253,13,3,2,4,4
GUAVA-174_1,smt-153,UNSAT,142,182,285,13,6,2,6,4
GUAVA-174_1,smt-152,SAT,28,56,57,13,0,0,0,0
GUAVA-174_1,smt-156,UNSAT,130,167,261,13,3,2,4,3
GUAVA-174_1,smt-154,UNSAT,164,209,330,13,6,2,6,4
GUAVA-174_1,smt-142,SAT,9,32,30,8,0,0,0,0
GUAVA-174_1,smt-143,UNSAT,17,68,58,9,3,6,4,6
GUAVA-174_1,smt-243,UNKNOWN,4407,39416,8708,27,0,0,0,0
GUAVA-174_1,smt-16,UNSAT,11,38,31,9,3,6,4,6
GUAVA-174_1,smt-164,SAT,165,257,347,13,0,0,0,0
GUAVA-174_1,smt-155,SAT,139,324,347,18,0,0,0,0
GUAVA-174_1,smt-160,SAT,79,212,234,13,0,0,0,0
GUAVA-174_1,smt-161,SAT,182,221,362,13,0,0,0,0
GUAVA-174_1,smt-232,UNSAT,5388,48440,10621,27,7,2,7,4
GUAVA-174_1,smt-163,SAT,43,104,101,15,0,0,0,0
GUAVA-174_1,smt-15,UNSAT,12,37,34,9,3,6,4,6
GUAVA-174_1,smt-151,UNSAT,121,155,241,13,18,11,19,3
GUAVA-174_1,smt-168,UNSAT,140,182,282,13,6,2,6,4
GUAVA-174_1,smt-150,UNSAT,178,221,357,13,3,2,4,3
GUAVA-174_1,smt-169,UNSAT,94,128,189,13,6,2,6,4
GUAVA-174_1,smt-170,UNSAT,116,155,234,13,6,2,6,4
GUAVA-174_1,smt-17,SAT,5,13,15,8,0,0,0,0
GUAVA-174_1,smt-145,SAT,139,324,347,18,0,0,0,0
GUAVA-174_1,smt-171,UNSAT,92,128,186,13,6,2,6,4
GUAVA-174_1,smt-159,UNSAT,34,87,82,15,6,2,6,4
GUAVA-174_1,smt-158,UNSAT,154,194,309,13,3,2,4,3
GUAVA-174_1,smt-157,SAT,39,87,89,15,0,0,0,0
GUAVA-174_1,smt-178,UNSAT,69,187,213,13,18,2,14,5
GUAVA-174_1,smt-177,SAT,52,158,171,13,0,0,0,0
GUAVA-174_1,smt-244,UNKNOWN,4698,42104,9272,27,0,0,0,0
GUAVA-174_1,smt-166,UNSAT,118,155,237,13,6,2,6,4
GUAVA-174_1,smt-165,UNSAT,97,128,193,13,12,6,12,3
GUAVA-174_1,smt-182,UNSAT,79,113,161,13,6,2,6,4
GUAVA-174_1,smt-184,SAT,28,59,59,13,0,0,0,0
GUAVA-174_1,smt-167,SAT,93,241,272,13,0,0,0,0
GUAVA-174_1,smt-186,SAT,7,24,22,9,0,0,0,0
GUAVA-174_1,smt-176,SAT,48,122,114,15,0,0,0,0
GUAVA-174_1,smt-100,UNSAT,49,74,97,13,10,5,9,3
GUAVA-174_1,smt-172,UNSAT,166,209,333,13,6,2,6,4
GUAVA-174_1,smt-185,SAT,7,26,24,8,0,0,0,0
GUAVA-174_1,smt-173,SAT,93,241,272,13,0,0,0,0
GUAVA-174_1,smt-106,SAT,5,18,18,8,0,0,0,0
GUAVA-174_1,smt-174,UNSAT,55,158,175,13,3,2,4,4
GUAVA-174_1,smt-183,SAT,75,228,260,17,0,0,0,0
GUAVA-174_1,smt-19,SAT,7,14,18,8,0,0,0,0
GUAVA-174_1,smt-190,UNSAT,238,367,500,13,6,2,6,4
GUAVA-174_1,smt-191,UNSAT,226,275,453,13,3,2,4,3
GUAVA-174_1,smt-192,UNSAT,346,410,693,13,3,2,4,3
GUAVA-174_1,smt-179,SAT,49,227,157,9,0,0,0,0
GUAVA-174_1,smt-193,UNSAT,217,263,433,13,11,6,10,3
GUAVA-174_1,smt-180,UNSAT,36,87,85,15,2,2,3,4
GUAVA-174_1,smt-18,UNSAT,114,228,274,17,8,3,9,4
GUAVA-174_1,smt-181,UNSAT,56,197,157,33,8,6,9,7
GUAVA-174_1,smt-113,UNSAT,35,143,114,33,5,6,4,8
GUAVA-174_1,smt-107,SAT,11,54,41,9,0,0,0,0
GUAVA-174_1,smt-2,SAT,15,22,27,8,0,0,0,0
GUAVA-174_1,smt-104,UNSAT,46,74,93,13,6,2,6,4
GUAVA-174_1,smt-20,UNSAT,132,284,324,18,9,3,10,4
GUAVA-174_1,smt-199,UNSAT,278,427,584,13,6,2,6,4
GUAVA-174_1,smt-189,SAT,48,124,116,15,0,0,0,0
GUAVA-174_1,smt-198,UNSAT,241,290,481,13,16,9,17,3
GUAVA-174_1,smt-187,SAT,43,104,101,15,0,0,0,0
GUAVA-174_1,smt-204,UNSAT,103,173,214,15,8,2,8,3
GUAVA-174_1,smt-205,UNSAT,208,308,419,15,8,2,8,3
GUAVA-174_1,smt-206,UNSAT,203,308,412,15,6,2,6,4
GUAVA-174_1,smt-208,UNSAT,287,416,576,15,6,2,6,4
GUAVA-174_1,smt-207,UNSAT,218,337,458,13,6,2,6,4
GUAVA-174_1,smt-194,UNSAT,258,397,542,13,6,2,6,4
GUAVA-174_1,smt-195,UNSAT,248,382,521,13,6,2,6,4
GUAVA-174_1,smt-197,UNSAT,274,329,549,13,3,2,4,3
GUAVA-174_1,smt-196,UNSAT,308,472,647,13,6,2,6,4
GUAVA-174_1,smt-200,UNSAT,265,317,529,13,22,14,24,3
GUAVA-174_1,smt-201,SAT,235,347,473,15,0,0,0,0
GUAVA-174_1,smt-214,SAT,97,178,206,15,0,0,0,0
GUAVA-174_1,smt-22,SAT,10,33,34,8,0,0,0,0
GUAVA-174_1,smt-202,UNSAT,361,425,721,13,17,10,18,3
GUAVA-174_1,smt-122,SAT,26,56,54,9,0,0,0,0
GUAVA-174_1,smt-220,UNSAT,313,371,625,13,19,12,20,3
GUAVA-174_1,smt-162,UNSAT,145,182,289,13,15,8,16,3
GUAVA-174_1,smt-175,SAT,29,56,59,13,0,0,0,0
GUAVA-174_1,smt-116,SAT,9,32,30,8,0,0,0,0
GUAVA-174_1,smt-117,UNSAT,12,14,23,8,3,2,4,4
GUAVA-174_1,smt-129,UNSAT,158,247,332,13,6,2,6,4
GUAVA-174_1,smt-213,SAT,322,487,673,13,0,0,0,0
GUAVA-174_1,smt-134,SAT,28,59,59,13,0,0,0,0
GUAVA-174_1,smt-12,SAT,7,25,25,8,0,0,0,0
GUAVA-174_1,smt-119,SAT,21,36,42,8,0,0,0,0
GUAVA-174_1,smt-188,SAT,82,271,239,33,0,0,0,0
GUAVA-174_1,smt-121,UNSAT,82,113,165,13,3,2,4,3
GUAVA-174_1,smt-221,SAT,123,225,261,18,0,0,0,0
GUAVA-174_1,smt-118,UNSAT,128,202,269,13,6,2,6,4
GUAVA-174_1,smt-120,UNSAT,68,101,138,13,6,2,6,4
GUAVA-174_1,smt-222,UNSAT,124,200,255,15,8,2,8,3
GUAVA-174_1,smt-203,SAT,319,455,637,15,0,0,0,0
GUAVA-174_1,smt-209,UNSAT,260,317,522,13,6,2,6,4
GUAVA-174_1,smt-210,UNSAT,271,389,542,15,8,2,8,3
GUAVA-174_1,smt-239,UNKNOWN,5118,45944,10092,27,0,0,0,0
GUAVA-174_1,smt-211,UNSAT,229,335,460,15,8,2,8,3
GUAVA-174_1,smt-216,UNSAT,112,198,235,18,10,2,10,3
GUAVA-174_1,smt-228,UNSAT,100,173,210,15,2,2,3,4
GUAVA-174_1,smt-230,UNKNOWN,5160,46328,10174,27,0,0,0,0
GUAVA-174_1,smt-217,UNSAT,236,290,474,13,6,2,6,4
GUAVA-174_1,smt-218,SAT,109,185,227,15,0,0,0,0
GUAVA-174_1,smt-219,UNSAT,370,437,741,13,3,2,4,3
GUAVA-174_1,smt-212,SAT,277,401,555,15,0,0,0,0
GUAVA-174_1,smt-23,UNSAT,12,14,23,8,3,2,4,4
GUAVA-174_1,smt-223,UNSAT,178,277,374,13,6,2,6,4
GUAVA-174_1,smt-240,UNKNOWN,4446,39800,8780,27,0,0,0,0
GUAVA-174_1,smt-224,UNSAT,334,470,665,15,8,2,8,3
GUAVA-174_1,smt-215,SAT,151,239,309,15,0,0,0,0
GUAVA-174_1,smt-227,UNSAT,427,29396,874,39,24,3,24,3
GUAVA-174_1,smt-225,UNSAT,858,1297,1802,13,6,2,6,4
GUAVA-174_1,smt-226,UNSAT,700,69332,1407,39,27,3,28,3
GUAVA-174_1,smt-21,SAT,139,324,345,18,0,0,0,0
GUAVA-174_1,smt-229,UNSAT,1692,14648,3405,27,5,2,6,4
GUAVA-197_1,smt-17,SAT,2,2,5,4,0,0,0,0
GUAVA-197_1,smt-18,SAT,4,2,7,5,0,0,0,0
GUAVA-197_1,smt-19,SAT,7,12,14,8,0,0,0,0
GUAVA-197_1,smt-2,SAT,5,2,7,5,0,0,0,0
GUAVA-197_1,smt-21,SAT,9,11,14,8,0,0,0,0
GUAVA-197_1,smt-24,SAT,6,2,10,5,0,0,0,0
GUAVA-197_1,smt-14,SAT,18,20,37,8,0,0,0,0
GUAVA-197_1,smt-25,SAT,7,12,14,8,0,0,0,0
GUAVA-197_1,smt-16,SAT,35,20,58,8,0,0,0,0
GUAVA-197_1,smt-13,SAT,44,22,71,8,0,0,0,0
GUAVA-197_1,smt-22,SAT,12,14,19,8,0,0,0,0
GUAVA-197_1,smt-23,UNSAT,4,2,8,5,2,2,3,4
GUAVA-197_1,smt-10,SAT,51,23,79,8,0,0,0,0
GUAVA-197_1,smt-15,SAT,64,27,97,8,0,0,0,0
GUAVA-197_1,smt-12,SAT,4,11,9,8,0,0,0,0
GUAVA-197_1,smt-26,SAT,12,11,20,8,0,0,0,0
GUAVA-197_1,smt-1,SAT,3,2,5,5,0,0,0,0
GUAVA-197_1,smt-20,SAT,4,2,6,4,0,0,0,0
GUAVA-197_1,smt-3,SAT,9,12,15,8,0,0,0,0
GUAVA-197_1,smt-28,SAT,13,13,18,8,0,0,0,0
GUAVA-197_1,smt-11,SAT,13,14,20,8,0,0,0,0
GUAVA-197_1,smt-53,SAT,14,12,23,8,0,0,0,0
GUAVA-197_1,smt-4,SAT,12,14,19,8,0,0,0,0
GUAVA-197_1,smt-29,SAT,9,15,21,8,0,0,0,0
GUAVA-197_1,smt-5,SAT,60,26,92,8,0,0,0,0
GUAVA-197_1,smt-39,SAT,1334,409,1877,8,0,0,0,0
GUAVA-197_1,smt-37,SAT,2138,650,3002,8,0,0,0,0
GUAVA-197_1,smt-31,SAT,2780,870,3662,8,0,0,0,0
GUAVA-197_1,smt-27,SAT,2915,912,3838,8,0,0,0,0
GUAVA-197_1,smt-56,SAT,158,56,230,8,0,0,0,0
GUAVA-197_1,smt-51,SAT,1725,540,2277,8,0,0,0,0
GUAVA-197_1,smt-38,SAT,3238,1013,4264,8,0,0,0,0
GUAVA-197_1,smt-54,UNSAT,1280,401,1693,8,7,4,9,4
GUAVA-197_1,smt-60,SAT,486,153,652,8,0,0,0,0
GUAVA-197_1,smt-9,SAT,39,111,101,9,0,0,0,0
GUAVA-197_1,smt-8,SAT,2,2,5,5,0,0,0,0
GUAVA-197_1,smt-40,SAT,978,302,1378,8,0,0,0,0
GUAVA-197_1,smt-48,UNSAT,8,2,13,5,2,2,3,4
GUAVA-197_1,smt-7,SAT,11,20,28,8,0,0,0,0
GUAVA-197_1,smt-52,SAT,1901,595,2508,8,0,0,0,0
GUAVA-197_1,smt-36,SAT,4834,1459,6777,8,0,0,0,0
GUAVA-197_1,smt-33,UNSAT,2806,878,3695,8,7,4,9,4
GUAVA-197_1,smt-6,SAT,6,12,13,8,0,0,0,0
GUAVA-197_1,smt-32,SAT,5021,1570,6603,8,0,0,0,0
GUAVA-197_1,smt-50,SAT,3005,940,3957,8,0,0,0,0
GUAVA-197_1,smt-58,SAT,5862,1833,7708,8,0,0,0,0
GUAVA-197_1,smt-55,SAT,5132,1605,6749,8,0,0,0,0
GUAVA-197_1,smt-41,UNSAT,5280,1651,6943,8,7,4,9,4
GUAVA-197_1,smt-30,SAT,3904,1180,5475,8,0,0,0,0
GUAVA-197_1,smt-59,UNSAT,7654,2393,10058,8,7,4,9,4
GUAVA-197_1,smt-46,UNKNOWN,4211,1317,5539,8,0,0,0,0
GUAVA-197_1,smt-43,SAT,5293,1655,6960,8,0,0,0,0
GUAVA-197_1,smt-61,SAT,3458,1046,4850,8,0,0,0,0
GUAVA-197_1,smt-47,UNSAT,6304,1971,8287,8,7,4,9,4
GUAVA-197_1,smt-62,SAT,7286,2278,9577,8,0,0,0,0
GUAVA-197_1,smt-35,UNKNOWN,7302,2283,9598,8,0,0,0,0
GUAVA-197_1,smt-57,SAT,1094,343,1450,8,0,0,0,0
GUAVA-197_1,smt-45,UNSAT,6016,1881,7909,8,7,4,9,4
GUAVA-197_1,smt-42,SAT,7078,2213,9304,8,0,0,0,0
GUAVA-197_1,smt-34,UNKNOWN,5981,1870,7863,8,0,0,0,0
GUAVA-197_1,smt-49,SAT,8061,2520,10593,8,0,0,0,0
GUAVA-197_1,smt-44,UNSAT,7856,2456,10324,8,7,4,9,4
GUAVA-249_1,smt-2,SAT,5,19,15,9,0,0,0,0
GUAVA-249_1,smt-17,SAT,8,27,22,9,0,0,0,0
GUAVA-249_1,smt-16,SAT,8,27,22,9,0,0,0,0
GUAVA-249_1,smt-12,SAT,9,33,28,9,0,0,0,0
GUAVA-249_1,smt-18,SAT,8,29,24,9,0,0,0,0
GUAVA-249_1,smt-14,SAT,8,29,24,9,0,0,0,0
GUAVA-249_1,smt-24,SAT,8,27,22,9,0,0,0,0
GUAVA-249_1,smt-15,SAT,22,85,69,9,0,0,0,0
GUAVA-249_1,smt-19,SAT,25,97,78,9,0,0,0,0
GUAVA-249_1,smt-22,SAT,11,39,31,9,0,0,0,0
GUAVA-249_1,smt-21,SAT,14,51,41,9,0,0,0,0
GUAVA-249_1,smt-25,SAT,23,51,49,9,0,0,0,0
GUAVA-249_1,smt-23,SAT,20,41,42,9,0,0,0,0
GUAVA-249_1,smt-20,SAT,8,29,24,9,0,0,0,0
GUAVA-249_1,smt-10,UNSAT,0,0,4,1,0,0,1,1
GUAVA-249_1,smt-35,SAT,5,19,17,9,0,0,0,0
GUAVA-249_1,smt-26,SAT,8,27,22,9,0,0,0,0
GUAVA-249_1,smt-3,SAT,9,22,23,9,0,0,0,0
GUAVA-249_1,smt-4,SAT,5,19,15,9,0,0,0,0
GUAVA-249_1,smt-1,SAT,19,79,62,9,0,0,0,0
GUAVA-249_1,smt-29,SAT,16,36,34,9,0,0,0,0
GUAVA-249_1,smt-13,SAT,12,32,30,9,0,0,0,0
GUAVA-249_1,smt-11,SAT,19,56,49,9,0,0,0,0
GUAVA-249_1,smt-28,SAT,14,49,39,9,0,0,0,0
GUAVA-249_1,smt-31,SAT,5,19,17,9,0,0,0,0
GUAVA-249_1,smt-30,SAT,22,87,71,9,0,0,0,0
GUAVA-249_1,smt-36,SAT,12,34,32,9,0,0,0,0
GUAVA-249_1,smt-34,SAT,12,34,32,9,0,0,0,0
GUAVA-249_1,smt-32,SAT,5,19,17,9,0,0,0,0
GUAVA-249_1,smt-33,SAT,8,29,24,9,0,0,0,0
GUAVA-249_1,smt-38,SAT,17,61,48,9,0,0,0,0
GUAVA-249_1,smt-37,SAT,29,73,65,9,0,0,0,0
GUAVA-249_1,smt-9,SAT,14,49,39,9,0,0,0,0
GUAVA-249_1,smt-39,SAT,26,63,58,9,0,0,0,0
GUAVA-249_1,smt-46,SAT,5,19,17,9,0,0,0,0
GUAVA-249_1,smt-6,SAT,8,27,22,9,0,0,0,0
GUAVA-249_1,smt-43,SAT,14,39,34,9,0,0,0,0
GUAVA-249_1,smt-45,SAT,17,36,34,9,0,0,0,0
GUAVA-249_1,smt-5,SAT,5,19,15,9,0,0,0,0
GUAVA-249_1,smt-50,SAT,8,29,24,9,0,0,0,0
GUAVA-249_1,smt-44,SAT,22,87,71,9,0,0,0,0
GUAVA-249_1,smt-53,SAT,5,19,17,9,0,0,0,0
GUAVA-249_1,smt-57,SAT,5,19,17,9,0,0,0,0
GUAVA-249_1,smt-7,SAT,5,19,15,9,0,0,0,0
GUAVA-249_1,smt-52,SAT,23,53,51,9,0,0,0,0
GUAVA-249_1,smt-40,SAT,32,71,69,26,0,0,0,0
GUAVA-249_1,smt-56,SAT,8,29,24,9,0,0,0,0
GUAVA-249_1,smt-49,SAT,8,29,24,9,0,0,0,0
GUAVA-249_1,smt-41,SAT,17,36,34,9,0,0,0,0
GUAVA-249_1,smt-47,SAT,20,46,41,9,0,0,0,0
GUAVA-249_1,smt-27,SAT,29,66,61,26,0,0,0,0
GUAVA-249_1,smt-48,SAT,12,34,32,9,0,0,0,0
GUAVA-249_1,smt-51,SAT,8,19,20,9,0,0,0,0
GUAVA-249_1,smt-42,SAT,28,97,81,9,0,0,0,0
GUAVA-249_1,smt-8,SAT,5,19,15,9,0,0,0,0
GUAVA-249_1,smt-54,UNKNOWN,6457,22017,18802,9,0,0,0,0
GUAVA-249_1,smt-55,UNKNOWN,9661,32964,28147,9,0,0,0,0
GUAVA-260_1,smt-11,SAT,7,28,24,9,0,0,0,0
GUAVA-260_1,smt-110,UNSAT,30,69,72,9,7,10,7,7
GUAVA-260_1,smt-111,SAT,19,70,56,9,0,0,0,0
GUAVA-260_1,smt-10,SAT,21,81,59,9,0,0,0,0
GUAVA-260_1,smt-1,UNSAT,19,83,62,9,3,6,4,6
GUAVA-260_1,smt-112,UNSAT,27,70,66,9,5,2,6,4
GUAVA-260_1,smt-114,SAT,25,82,68,9,0,0,0,0
GUAVA-260_1,smt-100,SAT,20,82,69,9,0,0,0,0
GUAVA-260_1,smt-234,SAT,26,60,61,9,0,0,0,0
GUAVA-260_1,smt-115,SAT,39,96,92,9,0,0,0,0
GUAVA-260_1,smt-101,SAT,14,45,41,9,0,0,0,0
GUAVA-260_1,smt-24,SAT,4,14,15,8,0,0,0,0
GUAVA-260_1,smt-108,UNSAT,33,76,81,9,11,4,10,4
GUAVA-260_1,smt-113,SAT,19,53,47,9,0,0,0,0
GUAVA-260_1,smt-239,SAT,67,172,161,9,0,0,0,0
GUAVA-260_1,smt-237,UNSAT,52,140,126,9,5,2,6,4
GUAVA-260_1,smt-233,UNSAT,55,128,127,9,5,2,6,4
GUAVA-260_1,smt-242,UNSAT,39,107,95,9,5,2,6,4
GUAVA-260_1,smt-240,UNSAT,44,154,122,9,5,2,6,3
GUAVA-260_1,smt-107,SAT,11,38,32,9,0,0,0,0
GUAVA-260_1,smt-246,UNSAT,52,140,126,9,5,2,6,4
GUAVA-260_1,smt-235,UNSAT,41,106,99,9,8,10,8,7
GUAVA-260_1,smt-247,SAT,37,110,93,9,0,0,0,0
GUAVA-260_1,smt-244,UNSAT,47,140,120,9,4,6,5,6
GUAVA-260_1,smt-243,UNSAT,80,226,203,9,5,2,6,3
GUAVA-260_1,smt-241,SAT,100,270,247,9,0,0,0,0
GUAVA-260_1,smt-248,UNSAT,43,136,114,9,5,2,6,3
GUAVA-260_1,smt-231,UNSAT,50,128,121,9,3,2,4,4
GUAVA-260_1,smt-230,UNSAT,47,154,126,9,7,2,8,4
GUAVA-260_1,smt-236,UNSAT,43,136,114,9,5,2,6,3
GUAVA-260_1,smt-250,UNSAT,23,57,57,9,3,2,4,4
GUAVA-260_1,smt-232,UNSAT,75,201,182,9,16,2,14,4
GUAVA-260_1,smt-253,SAT,61,150,144,9,0,0,0,0
GUAVA-260_1,smt-256,UNSAT,47,128,117,9,16,2,14,4
GUAVA-260_1,smt-251,UNSAT,95,234,223,9,5,2,6,4
GUAVA-260_1,smt-262,UNSAT,71,186,171,9,16,2,14,4
GUAVA-260_1,smt-261,SAT,67,172,161,9,0,0,0,0
GUAVA-260_1,smt-254,UNSAT,81,230,205,9,18,4,16,4
GUAVA-260_1,smt-25,SAT,7,28,24,9,0,0,0,0
GUAVA-260_1,smt-26,SAT,4,14,15,8,0,0,0,0
GUAVA-260_1,smt-257,SAT,106,256,246,9,0,0,0,0
GUAVA-260_1,smt-258,SAT,56,169,142,9,0,0,0,0
GUAVA-260_1,smt-259,UNSAT,47,140,120,9,4,12,6,7
GUAVA-260_1,smt-27,SAT,9,41,34,9,0,0,0,0
GUAVA-260_1,smt-238,UNSAT,41,106,99,9,8,10,8,7
GUAVA-260_1,smt-260,UNSAT,57,140,132,9,5,2,6,4
GUAVA-260_1,smt-252,UNSAT,75,201,182,9,16,2,14,4
GUAVA-260_1,smt-265,UNSAT,50,128,121,9,3,2,4,4
GUAVA-260_1,smt-264,UNSAT,90,234,217,9,4,6,5,6
GUAVA-260_1,smt-255,SAT,41,112,100,9,0,0,0,0
GUAVA-260_1,smt-249,UNSAT,65,164,153,9,8,10,8,7
GUAVA-260_1,smt-263,UNSAT,90,234,217,9,9,7,10,6
GUAVA-260_1,smt-272,UNSAT,44,154,122,9,5,2,6,3
GUAVA-260_1,smt-266,UNSAT,86,230,211,9,5,2,6,3
GUAVA-260_1,smt-270,UNSAT,95,234,223,9,5,2,6,4
GUAVA-260_1,smt-28,SAT,4,14,15,8,0,0,0,0
GUAVA-260_1,smt-274,UNSAT,57,140,132,9,5,2,6,4
GUAVA-260_1,smt-280,UNSAT,34,107,89,9,3,2,4,4
GUAVA-260_1,smt-276,UNSAT,43,136,114,9,5,2,6,3
GUAVA-260_1,smt-273,UNSAT,100,234,229,9,5,2,6,4
GUAVA-260_1,smt-245,UNSAT,81,230,205,9,18,4,16,4
GUAVA-260_1,smt-267,UNSAT,43,136,114,9,5,2,6,3
GUAVA-260_1,smt-281,UNSAT,88,226,213,9,5,2,6,4
GUAVA-260_1,smt-284,UNSAT,59,160,145,9,8,10,8,7
GUAVA-260_1,smt-283,UNSAT,86,230,211,9,5,2,6,3
GUAVA-260_1,smt-269,UNSAT,51,136,124,9,5,2,6,4
GUAVA-260_1,smt-282,SAT,94,248,230,9,0,0,0,0
GUAVA-260_1,smt-271,UNSAT,28,57,63,9,5,2,6,4
GUAVA-260_1,smt-289,UNSAT,51,140,124,9,5,2,6,4
GUAVA-260_1,smt-288,SAT,65,203,168,9,0,0,0,0
GUAVA-260_1,smt-268,SAT,112,278,263,9,0,0,0,0
GUAVA-260_1,smt-29,SAT,16,63,49,9,0,0,0,0
GUAVA-260_1,smt-278,UNSAT,28,95,77,9,3,2,4,4
GUAVA-260_1,smt-286,UNSAT,100,234,229,9,5,2,6,4
GUAVA-260_1,smt-290,SAT,46,140,118,9,0,0,0,0
GUAVA-260_1,smt-279,SAT,37,110,93,9,0,0,0,0
GUAVA-260_1,smt-295,SAT,46,144,119,9,0,0,0,0
GUAVA-260_1,smt-296,SAT,46,140,118,9,0,0,0,0
GUAVA-260_1,smt-285,SAT,30,62,68,9,0,0,0,0
GUAVA-260_1,smt-275,SAT,106,256,246,9,0,0,0,0
GUAVA-260_1,smt-294,UNSAT,89,234,215,9,15,18,18,7
GUAVA-260_1,smt-298,UNSAT,55,128,127,9,5,2,6,4
GUAVA-260_1,smt-301,UNSAT,23,57,57,9,3,2,4,4
GUAVA-260_1,smt-297,SAT,65,203,168,9,0,0,0,0
GUAVA-260_1,smt-300,SAT,71,190,172,9,0,0,0,0
GUAVA-260_1,smt-308,SAT,35,94,87,9,0,0,0,0
GUAVA-260_1,smt-302,SAT,77,212,189,9,0,0,0,0
GUAVA-260_1,smt-304,UNSAT,28,57,63,9,5,2,6,4
GUAVA-260_1,smt-303,UNSAT,65,168,155,9,5,2,6,4
GUAVA-260_1,smt-277,UNSAT,75,226,197,9,18,4,16,4
GUAVA-260_1,smt-309,SAT,59,181,151,9,0,0,0,0
GUAVA-260_1,smt-305,UNSAT,89,234,215,9,15,10,17,6
GUAVA-260_1,smt-292,SAT,40,122,102,9,0,0,0,0
GUAVA-260_1,smt-3,SAT,9,35,31,9,0,0,0,0
GUAVA-260_1,smt-287,SAT,29,72,70,9,0,0,0,0
GUAVA-260_1,smt-30,SAT,16,69,53,9,0,0,0,0
GUAVA-260_1,smt-314,UNSAT,57,168,145,9,16,2,14,4
GUAVA-260_1,smt-311,UNSAT,47,131,116,9,14,10,13,7
GUAVA-260_1,smt-103,SAT,23,120,83,9,0,0,0,0
GUAVA-260_1,smt-105,UNSAT,36,132,109,9,7,12,9,7
GUAVA-260_1,smt-32,SAT,4,14,15,8,0,0,0,0
GUAVA-260_1,smt-316,UNSAT,35,132,107,9,3,2,4,4
GUAVA-260_1,smt-104,SAT,8,24,24,9,0,0,0,0
GUAVA-260_1,smt-102,SAT,8,24,24,9,0,0,0,0
GUAVA-260_1,smt-318,SAT,35,129,99,9,0,0,0,0
GUAVA-260_1,smt-315,UNSAT,79,225,199,9,11,11,11,7
GUAVA-260_1,smt-291,UNSAT,53,153,134,9,16,2,14,4
GUAVA-260_1,smt-320,UNSAT,29,107,90,9,3,2,4,4
GUAVA-260_1,smt-324,SAT,9,36,29,9,0,0,0,0
GUAVA-260_1,smt-321,UNSAT,39,104,96,9,5,10,6,7
GUAVA-260_1,smt-293,UNSAT,56,140,130,9,5,2,6,4
GUAVA-260_1,smt-310,SAT,41,112,100,9,0,0,0,0
GUAVA-260_1,smt-106,UNSAT,36,81,84,9,8,10,8,7
GUAVA-260_1,smt-109,UNSAT,33,74,75,9,4,2,5,4
GUAVA-260_1,smt-325,SAT,29,117,87,9,0,0,0,0
GUAVA-260_1,smt-306,UNSAT,60,168,149,9,3,2,4,4
GUAVA-260_1,smt-312,SAT,23,55,54,9,0,0,0,0
GUAVA-260_1,smt-326,UNSAT,52,154,132,9,5,2,6,4
GUAVA-260_1,smt-332,UNSAT,24,82,75,9,3,2,4,4
